m,M,difference_laplace_error_M_minus_MoS,difference_gaussian_error_M_minus_MoS,difference_exponential_error_M_minus_MoS,difference_exponential_mechanism_error_M_minus_MoS,difference_laplace_error_M_minus_MoSChangeEpsDelta,difference_gaussian_error_M_minus_MoSChangeEpsDelta,difference_exponential_error_M_minus_MoSChangeEpsDelta,difference_exponential_mechanism_error_M_minus_MoSChangeEpsDelta,difference_laplace_error_MChangeEpsDelta_minus_MoS,difference_gaussian_error_MChangeEpsDelta_minus_MoS,difference_exponential_error_MChangeEpsDelta_minus_MoS,difference_exponential_mechanism_error_MChangeEpsDelta_minus_MoS
0.1,0.1,-0.256,,-0.278,-0.246,-0.256,,-0.27,-0.248,-0.256,,-0.274,-0.238
0.1,0.2,-0.354,,-0.352,-0.33199999999999996,,,,,-0.354,,-0.352,-0.33199999999999996
0.1,0.3,-0.41000000000000003,,-0.382,-0.42000000000000004,,,,,-0.41000000000000003,,-0.382,-0.42000000000000004
0.1,0.4,-0.472,,-0.486,-0.482,,,,,-0.472,,-0.486,-0.482
0.1,0.5,-0.5,,-0.522,-0.526,,,,,-0.5,,-0.522,-0.526
0.1,0.6,-0.562,,-0.5680000000000001,-0.5700000000000001,,,,,-0.562,,-0.5680000000000001,-0.5700000000000001
0.1,0.7,-0.5840000000000001,,-0.5920000000000001,-0.5880000000000001,,,,,-0.5840000000000001,,-0.5920000000000001,-0.5880000000000001
0.1,0.8,-0.64,,-0.654,-0.6579999999999999,,,,,-0.64,,-0.654,-0.6579999999999999
0.1,0.9,-0.732,,-0.722,-0.732,,,,,-0.732,,-0.722,-0.732
0.2,0.2,-0.362,,-0.354,-0.348,-0.358,,-0.362,-0.358,-0.362,,-0.352,-0.33799999999999997
0.2,0.3,-0.4,,-0.392,-0.41800000000000004,-0.356,,-0.368,-0.358,-0.4,,-0.392,-0.41800000000000004
0.2,0.4,-0.482,,-0.482,-0.492,,,,,-0.482,,-0.482,-0.492
0.2,0.5,-0.514,,-0.526,-0.532,,,,,-0.514,,-0.526,-0.532
0.2,0.6,-0.5800000000000001,,-0.5740000000000001,-0.5760000000000001,,,,,-0.5800000000000001,,-0.5740000000000001,-0.5760000000000001
0.2,0.7,-0.5860000000000001,,-0.604,-0.5900000000000001,,,,,-0.5860000000000001,,-0.604,-0.5900000000000001
0.2,0.8,-0.644,,-0.6639999999999999,-0.65,,,,,-0.644,,-0.6639999999999999,-0.65
0.2,0.9,-0.728,,-0.74,-0.746,,,,,-0.728,,-0.74,-0.746
0.3,0.3,-0.43999999999999995,,-0.41800000000000004,-0.43799999999999994,-0.42000000000000004,,-0.402,-0.42400000000000004,-0.43999999999999995,,-0.41600000000000004,-0.42399999999999993
0.3,0.4,-0.48,,-0.48,-0.488,-0.406,,-0.404,-0.39,-0.48,,-0.48,-0.486
0.3,0.5,-0.538,,-0.542,-0.534,-0.512,,-0.506,-0.516,-0.538,,-0.542,-0.534
0.3,0.6,-0.5800000000000001,,-0.5840000000000001,-0.5820000000000001,,,,,-0.5800000000000001,,-0.5840000000000001,-0.5820000000000001
0.3,0.7,-0.602,,-0.612,-0.604,,,,,-0.602,,-0.612,-0.604
0.3,0.8,-0.652,,-0.6679999999999999,-0.6579999999999999,,,,,-0.652,,-0.6679999999999999,-0.6579999999999999
0.3,0.9,-0.736,,-0.75,-0.75,,,,,-0.736,,-0.75,-0.75
0.4,0.4,-0.49,,-0.478,-0.502,-0.492,,-0.492,-0.508,-0.49,,-0.47,-0.492
0.4,0.5,-0.542,,-0.54,-0.548,-0.546,,-0.538,-0.542,-0.542,,-0.538,-0.544
0.4,0.6,-0.5880000000000001,,-0.5820000000000001,-0.5840000000000001,-0.5760000000000001,,-0.5760000000000001,-0.5660000000000001,-0.5880000000000001,,-0.5820000000000001,-0.5840000000000001
0.4,0.7,-0.616,,-0.628,-0.614,-0.656,,-0.606,-0.636,-0.616,,-0.628,-0.614
0.4,0.8,-0.65,,-0.648,-0.652,,,,,-0.65,,-0.648,-0.652
0.4,0.9,-0.734,,-0.74,-0.748,,,,,-0.734,,-0.74,-0.748
0.5,0.5,-0.506,,-0.514,-0.542,-0.518,,-0.52,-0.552,-0.504,,-0.502,-0.53
0.5,0.6,-0.5820000000000001,,-0.5880000000000001,-0.5760000000000001,-0.5840000000000001,,-0.5760000000000001,-0.5760000000000001,-0.5820000000000001,,-0.5800000000000001,-0.5680000000000001
0.5,0.7,-0.616,,-0.636,-0.628,-0.61,,-0.63,-0.628,-0.616,,-0.632,-0.62
0.5,0.8,-0.644,,-0.6599999999999999,-0.6619999999999999,-0.7,,-0.7,-0.704,-0.644,,-0.6579999999999999,-0.6619999999999999
0.5,0.9,-0.72,,-0.742,-0.734,,,,,-0.72,,-0.742,-0.734
0.6,0.6,-0.604,,-0.596,-0.5920000000000001,-0.5900000000000001,,-0.5760000000000001,-0.5800000000000001,-0.6,,-0.58,-0.544
0.6,0.7,-0.606,,-0.61,-0.626,-0.606,,-0.61,-0.626,-0.606,,-0.6,-0.616
0.6,0.8,-0.654,,-0.65,-0.656,-0.654,,-0.65,-0.648,-0.654,,-0.648,-0.652
0.6,0.9,-0.734,,-0.762,-0.742,,,,,-0.734,,-0.762,-0.742
0.7,0.7,-0.634,,-0.636,-0.656,-0.644,,-0.642,-0.642,-0.62,,-0.616,-0.5880000000000001
0.7,0.8,-0.6619999999999999,,-0.642,-0.65,-0.654,,-0.638,-0.648,-0.6599999999999999,,-0.626,-0.634
0.7,0.9,-0.762,,-0.776,-0.78,,,,,-0.762,,-0.776,-0.78
0.8,0.8,-0.652,,-0.654,-0.65,-0.6639999999999999,,-0.6739999999999999,-0.6639999999999999,-0.618,,-0.5820000000000001,-0.5
0.8,0.9,-0.748,,-0.758,-0.762,-0.774,,-0.788,-0.782,-0.748,,-0.746,-0.76
0.9,0.9,-0.742,,-0.742,-0.742,-0.796,,-0.794,-0.784,-0.6,,-0.482,-0.42200000000000004
0.01,0.01,-0.030000000000000027,,-0.03400000000000003,-0.04600000000000004,-0.02200000000000002,,-0.02200000000000002,-0.038000000000000034,-0.030000000000000027,,-0.03200000000000003,-0.04800000000000004
0.01,0.02,-0.07599999999999996,,-0.08199999999999996,-0.08799999999999997,,,,,-0.07599999999999996,,-0.08199999999999996,-0.09199999999999997
0.01,0.03,-0.10399999999999998,,-0.10999999999999999,-0.124,,,,,-0.10399999999999998,,-0.10999999999999999,-0.126
0.01,0.04,-0.13,,-0.14400000000000002,-0.136,,,,,-0.13,,-0.14400000000000002,-0.14
0.01,0.05,-0.14200000000000002,,-0.14800000000000002,-0.14400000000000002,,,,,-0.14200000000000002,,-0.14800000000000002,-0.14600000000000002
0.01,0.06,-0.19599999999999995,,-0.19799999999999995,-0.21999999999999997,,,,,-0.19599999999999995,,-0.19799999999999995,-0.22399999999999998
0.01,0.07,-0.18400000000000005,,-0.19199999999999995,-0.18999999999999995,,,,,-0.18400000000000005,,-0.19199999999999995,-0.19199999999999995
0.01,0.08,-0.21799999999999997,,-0.22799999999999998,-0.22199999999999998,,,,,-0.21799999999999997,,-0.22799999999999998,-0.22599999999999998
0.01,0.09,-0.20799999999999996,,-0.21799999999999997,-0.20599999999999996,,,,,-0.20799999999999996,,-0.21799999999999997,-0.20799999999999996
0.02,0.02,-0.08199999999999996,,-0.07999999999999996,-0.08999999999999997,-0.05600000000000005,,-0.04800000000000004,-0.08199999999999996,-0.08199999999999996,,-0.07799999999999996,-0.09399999999999997
0.02,0.03,-0.09399999999999997,,-0.124,-0.126,-0.128,,-0.14800000000000002,-0.16800000000000004,-0.09399999999999997,,-0.124,-0.128
0.02,0.04,-0.138,,-0.14200000000000002,-0.138,,,,,-0.138,,-0.14200000000000002,-0.14200000000000002
0.02,0.05,-0.14600000000000002,,-0.14800000000000002,-0.14,,,,,-0.14600000000000002,,-0.14800000000000002,-0.14200000000000002
0.02,0.06,-0.19799999999999995,,-0.20199999999999996,-0.22199999999999998,,,,,-0.19799999999999995,,-0.20199999999999996,-0.22599999999999998
0.02,0.07,-0.17200000000000004,,-0.19199999999999995,-0.18200000000000005,,,,,-0.17200000000000004,,-0.19199999999999995,-0.18400000000000005
0.02,0.08,-0.20999999999999996,,-0.23399999999999999,-0.22199999999999998,,,,,-0.20999999999999996,,-0.23399999999999999,-0.22599999999999998
0.02,0.09,-0.20799999999999996,,-0.20799999999999996,-0.20199999999999996,,,,,-0.20799999999999996,,-0.20799999999999996,-0.20399999999999996
0.03,0.03,-0.10799999999999998,,-0.138,-0.15000000000000002,-0.10799999999999998,,-0.136,-0.14600000000000002,-0.10799999999999998,,-0.136,-0.15400000000000003
0.03,0.04,-0.14,,-0.14800000000000002,-0.132,-0.11599999999999999,,-0.14400000000000002,-0.15600000000000003,-0.14,,-0.14600000000000002,-0.134
0.03,0.05,-0.16000000000000003,,-0.15800000000000003,-0.16000000000000003,-0.17000000000000004,,-0.22999999999999998,-0.21999999999999997,-0.16000000000000003,,-0.15800000000000003,-0.16400000000000003
0.03,0.06,-0.19399999999999995,,-0.18999999999999995,-0.19399999999999995,,,,,-0.19399999999999995,,-0.18999999999999995,-0.19599999999999995
0.03,0.07,-0.20599999999999996,,-0.20999999999999996,-0.20999999999999996,,,,,-0.20599999999999996,,-0.20999999999999996,-0.21399999999999997
0.03,0.08,-0.20399999999999996,,-0.22599999999999998,-0.19199999999999995,,,,,-0.20399999999999996,,-0.22599999999999998,-0.19399999999999995
0.03,0.09,-0.23199999999999998,,-0.22599999999999998,-0.21999999999999997,,,,,-0.23199999999999998,,-0.22599999999999998,-0.22399999999999998
0.04,0.04,-0.14,,-0.14,-0.13,-0.18000000000000005,,-0.17400000000000004,-0.16800000000000004,-0.14,,-0.14,-0.132
0.04,0.05,-0.16400000000000003,,-0.15800000000000003,-0.16600000000000004,-0.132,,-0.136,-0.14800000000000002,-0.16400000000000003,,-0.15800000000000003,-0.17000000000000004
0.04,0.06,-0.20199999999999996,,-0.19599999999999995,-0.19599999999999995,-0.18400000000000005,,-0.17800000000000005,-0.18000000000000005,-0.20199999999999996,,-0.19599999999999995,-0.19799999999999995
0.04,0.07,-0.20799999999999996,,-0.20999999999999996,-0.20599999999999996,-0.20199999999999996,,-0.22599999999999998,-0.28,-0.20799999999999996,,-0.20999999999999996,-0.20999999999999996
0.04,0.08,-0.20799999999999996,,-0.22399999999999998,-0.20199999999999996,,,,,-0.20799999999999996,,-0.22399999999999998,-0.20399999999999996
0.04,0.09,-0.23199999999999998,,-0.22599999999999998,-0.22999999999999998,,,,,-0.23199999999999998,,-0.22599999999999998,-0.23399999999999999
0.05,0.05,-0.14800000000000002,,-0.14600000000000002,-0.14800000000000002,-0.19599999999999995,,-0.19799999999999995,-0.19999999999999996,-0.14800000000000002,,-0.14400000000000002,-0.14800000000000002
0.05,0.06,-0.22799999999999998,,-0.20799999999999996,-0.21799999999999997,-0.18000000000000005,,-0.16600000000000004,-0.18399999999999994,-0.22799999999999998,,-0.20799999999999996,-0.22199999999999998
0.05,0.07,-0.18000000000000005,,-0.20599999999999996,-0.18999999999999995,-0.20799999999999996,,-0.20599999999999996,-0.22599999999999998,-0.18000000000000005,,-0.20599999999999996,-0.19199999999999995
0.05,0.08,-0.20799999999999996,,-0.21399999999999997,-0.20399999999999996,-0.22599999999999998,,-0.248,-0.262,-0.20799999999999996,,-0.21399999999999997,-0.20799999999999996
0.05,0.09,-0.21799999999999997,,-0.22399999999999998,-0.21599999999999997,-0.27,,-0.31799999999999995,-0.31199999999999994,-0.21799999999999997,,-0.22399999999999998,-0.21799999999999997
0.06,0.06,-0.22399999999999998,,-0.20599999999999996,-0.22599999999999998,-0.21799999999999997,,-0.20999999999999996,-0.21599999999999997,-0.22399999999999998,,-0.20399999999999996,-0.22999999999999998
0.06,0.07,-0.18200000000000005,,-0.19799999999999995,-0.19199999999999995,-0.23199999999999998,,-0.23199999999999998,-0.238,-0.18200000000000005,,-0.19599999999999995,-0.19199999999999995
0.06,0.08,-0.21599999999999997,,-0.21799999999999997,-0.20999999999999996,-0.27,,-0.274,-0.28200000000000003,-0.21599999999999997,,-0.21799999999999997,-0.21399999999999997
0.06,0.09,-0.20399999999999996,,-0.22199999999999998,-0.20999999999999996,-0.21799999999999997,,-0.244,-0.25,-0.20399999999999996,,-0.22199999999999998,-0.21199999999999997
0.07,0.07,-0.20999999999999996,,-0.21399999999999997,-0.20399999999999996,-0.21599999999999997,,-0.20799999999999996,-0.19399999999999995,-0.20999999999999996,,-0.21399999999999997,-0.20599999999999996
0.07,0.08,-0.22199999999999998,,-0.23199999999999998,-0.22199999999999998,-0.22599999999999998,,-0.21599999999999997,-0.236,-0.22199999999999998,,-0.23199999999999998,-0.21799999999999997
0.07,0.09,-0.22999999999999998,,-0.246,-0.238,-0.21999999999999997,,-0.22199999999999998,-0.22399999999999998,-0.22999999999999998,,-0.246,-0.238
0.08,0.08,-0.246,,-0.252,-0.22799999999999998,-0.21399999999999997,,-0.20999999999999996,-0.22399999999999998,-0.246,,-0.252,-0.22399999999999998
0.08,0.09,-0.23399999999999999,,-0.26,-0.248,-0.274,,-0.278,-0.29200000000000004,-0.23399999999999999,,-0.26,-0.248
0.09,0.09,-0.22599999999999998,,-0.248,-0.23199999999999998,-0.23399999999999999,,-0.24,-0.24,-0.22599999999999998,,-0.246,-0.22999999999999998
0.11,0.11,-0.272,,-0.28800000000000003,-0.31200000000000006,-0.28800000000000003,,-0.28200000000000003,-0.28,-0.272,,-0.28800000000000003,-0.30400000000000005
0.12,0.12,-0.29800000000000004,,-0.30200000000000005,-0.29200000000000004,-0.28800000000000003,,-0.28600000000000003,-0.28400000000000003,-0.29800000000000004,,-0.30200000000000005,-0.28800000000000003
0.13,0.13,-0.31000000000000005,,-0.31000000000000005,-0.31599999999999995,-0.28600000000000003,,-0.29200000000000004,-0.29600000000000004,-0.31000000000000005,,-0.31000000000000005,-0.30399999999999994
0.14,0.14,-0.34199999999999997,,-0.33799999999999997,-0.33199999999999996,-0.31000000000000005,,-0.28,-0.31599999999999995,-0.34199999999999997,,-0.33799999999999997,-0.32599999999999996
0.15,0.15,-0.31999999999999995,,-0.32399999999999995,-0.31200000000000006,-0.344,,-0.33599999999999997,-0.32799999999999996,-0.31999999999999995,,-0.31999999999999995,-0.30400000000000005
0.16,0.16,-0.346,,-0.352,-0.346,-0.33799999999999997,,-0.33199999999999996,-0.33999999999999997,-0.346,,-0.35,-0.33999999999999997
0.17,0.17,-0.33399999999999996,,-0.362,-0.33999999999999997,-0.33999999999999997,,-0.33599999999999997,-0.32799999999999996,-0.33399999999999996,,-0.358,-0.32799999999999996
0.18,0.18,-0.356,,-0.376,-0.358,-0.31000000000000005,,-0.30000000000000004,-0.31999999999999995,-0.356,,-0.374,-0.352
0.19,0.19,-0.36,,-0.354,-0.362,-0.37,,-0.394,-0.38,-0.36,,-0.35,-0.354
0.21,0.21,-0.392,,-0.41200000000000003,-0.404,-0.32999999999999996,,-0.31799999999999995,-0.33399999999999996,-0.392,,-0.406,-0.394
0.22,0.22,-0.386,,-0.4,-0.4,-0.33999999999999997,,-0.346,-0.33599999999999997,-0.386,,-0.392,-0.392
0.23,0.23,-0.402,,-0.42400000000000004,-0.396,-0.33599999999999997,,-0.344,-0.33799999999999997,-0.402,,-0.42200000000000004,-0.38
0.24,0.24,-0.42800000000000005,,-0.42600000000000005,-0.42000000000000004,-0.362,,-0.36,-0.358,-0.42800000000000005,,-0.42000000000000004,-0.40800000000000003
0.25,0.25,-0.41200000000000003,,-0.41800000000000004,-0.41200000000000003,-0.34199999999999997,,-0.33199999999999996,-0.33799999999999997,-0.41200000000000003,,-0.41600000000000004,-0.4
0.26,0.26,-0.43799999999999994,,-0.45799999999999996,-0.45199999999999996,-0.364,,-0.364,-0.364,-0.43799999999999994,,-0.45199999999999996,-0.43999999999999995
0.27,0.27,-0.46399999999999997,,-0.45999999999999996,-0.43999999999999995,-0.366,,-0.388,-0.384,-0.46399999999999997,,-0.45199999999999996,-0.42599999999999993
0.28,0.28,-0.44999999999999996,,-0.45799999999999996,-0.44599999999999995,-0.398,,-0.402,-0.394,-0.44999999999999996,,-0.45199999999999996,-0.43599999999999994
0.29,0.29,-0.44599999999999995,,-0.44599999999999995,-0.44799999999999995,-0.39,,-0.398,-0.40800000000000003,-0.44599999999999995,,-0.44399999999999995,-0.42999999999999994
0.31,0.31,-0.476,,-0.46599999999999997,-0.45999999999999996,-0.44199999999999995,,-0.45799999999999996,-0.45199999999999996,-0.476,,-0.45999999999999996,-0.45399999999999996
0.32,0.32,-0.45199999999999996,,-0.45199999999999996,-0.46599999999999997,-0.41400000000000003,,-0.41800000000000004,-0.40800000000000003,-0.44999999999999996,,-0.45199999999999996,-0.45199999999999996
0.33,0.33,-0.46799999999999997,,-0.47,-0.488,-0.472,,-0.474,-0.492,-0.46799999999999997,,-0.47,-0.478
0.34,0.34,-0.46799999999999997,,-0.46599999999999997,-0.48,-0.42200000000000004,,-0.43200000000000005,-0.43400000000000005,-0.46799999999999997,,-0.46199999999999997,-0.47
0.35,0.35,-0.5,,-0.51,-0.48,-0.41600000000000004,,-0.42800000000000005,-0.42400000000000004,-0.5,,-0.506,-0.46799999999999997
0.36,0.36,-0.488,,-0.496,-0.49,-0.42200000000000004,,-0.40800000000000003,-0.42200000000000004,-0.488,,-0.494,-0.474
0.37,0.37,-0.512,,-0.518,-0.504,-0.502,,-0.506,-0.504,-0.512,,-0.514,-0.49
0.38,0.38,-0.506,,-0.498,-0.504,-0.44999999999999996,,-0.46599999999999997,-0.45399999999999996,-0.506,,-0.496,-0.482
0.39,0.39,-0.514,,-0.502,-0.486,-0.494,,-0.496,-0.494,-0.514,,-0.494,-0.46199999999999997
0.41,0.41,-0.498,,-0.498,-0.494,-0.49,,-0.49,-0.494,-0.498,,-0.496,-0.46399999999999997
0.42,0.42,-0.516,,-0.52,-0.502,-0.472,,-0.46599999999999997,-0.44799999999999995,-0.516,,-0.516,-0.488
0.43,0.43,-0.502,,-0.508,-0.496,-0.43999999999999995,,-0.44599999999999995,-0.45199999999999996,-0.5,,-0.504,-0.486
0.44,0.44,-0.548,,-0.546,-0.542,-0.46399999999999997,,-0.47,-0.46599999999999997,-0.548,,-0.532,-0.516
0.45,0.45,-0.54,,-0.53,-0.532,-0.49,,-0.488,-0.506,-0.54,,-0.522,-0.514
0.46,0.46,-0.5800000000000001,,-0.5640000000000001,-0.5880000000000001,-0.492,,-0.498,-0.492,-0.5800000000000001,,-0.556,-0.5720000000000001
0.47,0.47,-0.548,,-0.546,-0.542,-0.508,,-0.516,-0.504,-0.548,,-0.538,-0.524
0.48,0.48,-0.6,,-0.602,-0.5800000000000001,-0.528,,-0.51,-0.506,-0.596,,-0.59,-0.5700000000000001
0.49,0.49,-0.546,,-0.558,-0.5700000000000001,-0.5660000000000001,,-0.546,-0.558,-0.546,,-0.534,-0.546
0.51,0.51,-0.5900000000000001,,-0.5860000000000001,-0.5900000000000001,-0.53,,-0.538,-0.522,-0.5860000000000001,,-0.558,-0.5640000000000001
0.52,0.52,-0.536,,-0.538,-0.53,-0.524,,-0.526,-0.526,-0.534,,-0.532,-0.5
0.53,0.53,-0.548,,-0.538,-0.54,-0.516,,-0.518,-0.512,-0.544,,-0.522,-0.49999999999999994
0.54,0.54,-0.52,,-0.51,-0.512,-0.536,,-0.526,-0.542,-0.516,,-0.476,-0.484
0.55,0.55,-0.5660000000000001,,-0.546,-0.548,-0.5700000000000001,,-0.5760000000000001,-0.558,-0.5640000000000001,,-0.52,-0.516
0.56,0.56,-0.536,,-0.518,-0.522,-0.55,,-0.542,-0.552,-0.532,,-0.474,-0.49
0.57,0.57,-0.5660000000000001,,-0.544,-0.5660000000000001,-0.5860000000000001,,-0.5800000000000001,-0.5720000000000001,-0.562,,-0.49799999999999994,-0.522
0.58,0.58,-0.542,,-0.528,-0.52,-0.594,,-0.596,-0.6,-0.534,,-0.478,-0.482
0.59,0.59,-0.5740000000000001,,-0.5640000000000001,-0.556,-0.55,,-0.554,-0.558,-0.5700000000000001,,-0.538,-0.51
0.61,0.61,-0.538,,-0.548,-0.512,-0.5900000000000001,,-0.5880000000000001,-0.5780000000000001,-0.53,,-0.49599999999999994,-0.46599999999999997
0.62,0.62,-0.5740000000000001,,-0.5700000000000001,-0.548,-0.562,,-0.556,-0.558,-0.5700000000000001,,-0.522,-0.49599999999999994
0.63,0.63,-0.5720000000000001,,-0.5720000000000001,-0.558,-0.602,,-0.612,-0.614,-0.5640000000000001,,-0.51,-0.506
0.64,0.64,-0.5740000000000001,,-0.5720000000000001,-0.5660000000000001,-0.5860000000000001,,-0.5820000000000001,-0.5920000000000001,-0.5700000000000001,,-0.52,-0.51
0.65,0.65,-0.5780000000000001,,-0.5680000000000001,-0.53,-0.612,,-0.6,-0.5820000000000001,-0.5700000000000001,,-0.506,-0.476
0.66,0.66,-0.5740000000000001,,-0.5920000000000001,-0.56,-0.612,,-0.606,-0.614,-0.5700000000000001,,-0.556,-0.51
0.67,0.67,-0.56,,-0.5680000000000001,-0.554,-0.606,,-0.616,-0.604,-0.554,,-0.532,-0.47600000000000003
0.68,0.68,-0.5800000000000001,,-0.5720000000000001,-0.546,-0.606,,-0.606,-0.604,-0.5780000000000001,,-0.532,-0.48999999999999994
0.69,0.69,-0.5880000000000001,,-0.604,-0.5660000000000001,-0.612,,-0.6,-0.61,-0.5760000000000001,,-0.534,-0.49600000000000005
0.71,0.71,-0.6,,-0.598,-0.5840000000000001,-0.644,,-0.642,-0.648,-0.596,,-0.5459999999999999,-0.52
0.72,0.72,-0.604,,-0.602,-0.5760000000000001,-0.646,,-0.65,-0.648,-0.596,,-0.5519999999999999,-0.514
0.73,0.73,-0.618,,-0.616,-0.622,-0.642,,-0.632,-0.634,-0.61,,-0.544,-0.548
0.74,0.74,-0.616,,-0.614,-0.62,-0.606,,-0.594,-0.598,-0.606,,-0.55,-0.55
0.75,0.75,-0.62,,-0.634,-0.602,-0.6839999999999999,,-0.6759999999999999,-0.6779999999999999,-0.608,,-0.542,-0.516
0.76,0.76,-0.632,,-0.648,-0.6619999999999999,-0.6739999999999999,,-0.6759999999999999,-0.6739999999999999,-0.62,,-0.556,-0.536
0.77,0.77,-0.6719999999999999,,-0.6799999999999999,-0.6619999999999999,-0.6679999999999999,,-0.6739999999999999,-0.6759999999999999,-0.6399999999999999,,-0.5960000000000001,-0.544
0.78,0.78,-0.692,,-0.6839999999999999,-0.6659999999999999,-0.656,,-0.65,-0.65,-0.6639999999999999,,-0.5760000000000001,-0.5760000000000001
0.79,0.79,-0.704,,-0.69,-0.65,-0.688,,-0.6859999999999999,-0.6739999999999999,-0.6679999999999999,,-0.5780000000000001,-0.53
0.81,0.81,-0.712,,-0.712,-0.71,-0.654,,-0.654,-0.656,-0.6819999999999999,,-0.5920000000000001,-0.5760000000000001
0.82,0.82,-0.72,,-0.738,-0.726,-0.6659999999999999,,-0.6659999999999999,-0.6679999999999999,-0.6819999999999999,,-0.62,-0.584
0.83,0.83,-0.75,,-0.738,-0.728,-0.6659999999999999,,-0.654,-0.6679999999999999,-0.696,,-0.602,-0.584
0.84,0.84,-0.746,,-0.742,-0.72,-0.64,,-0.652,-0.642,-0.7,,-0.606,-0.52
0.85,0.85,-0.736,,-0.738,-0.736,-0.746,,-0.738,-0.742,-0.6779999999999999,,-0.588,-0.504
0.86,0.86,-0.738,,-0.742,-0.728,-0.74,,-0.748,-0.736,-0.6819999999999999,,-0.576,-0.488
0.87,0.87,-0.754,,-0.75,-0.764,-0.72,,-0.722,-0.722,-0.666,,-0.562,-0.526
0.88,0.88,-0.724,,-0.724,-0.74,-0.72,,-0.722,-0.71,-0.634,,-0.534,-0.502
0.89,0.89,-0.76,,-0.752,-0.778,-0.774,,-0.786,-0.774,-0.65,,-0.524,-0.494
0.91,0.91,-0.764,,-0.778,-0.754,-0.788,,-0.788,-0.78,-0.604,,-0.526,-0.45799999999999996
0.92,0.92,-0.8240000000000001,,-0.798,-0.806,-0.772,,-0.784,-0.79,-0.6240000000000001,,-0.502,-0.464
0.93,0.93,-0.8140000000000001,,-0.8140000000000001,-0.812,-0.81,,-0.8180000000000001,-0.804,-0.6180000000000001,,-0.49200000000000005,-0.39999999999999997
0.94,0.94,-0.836,,-0.842,-0.846,-0.802,,-0.794,-0.8,-0.57,,-0.484,-0.42399999999999993
0.95,0.95,-0.83,,-0.8260000000000001,-0.8220000000000001,-0.788,,-0.786,-0.794,-0.5339999999999999,,-0.426,-0.322
0.96,0.96,-0.842,,-0.832,-0.8220000000000001,-0.84,,-0.846,-0.842,-0.51,,-0.33799999999999997,-0.27
0.97,0.97,-0.856,,-0.864,-0.884,-0.85,,-0.854,-0.85,-0.41800000000000004,,-0.27399999999999997,-0.252
0.98,0.98,-0.848,,-0.868,-0.862,-0.866,,-0.864,-0.868,-0.31200000000000006,,-0.176,-0.12
0.99,0.99,-0.91,,-0.908,-0.904,-0.914,,-0.914,-0.914,-0.17600000000000002,,-0.07400000000000001,-0.0
